,Code Postal,Ville,Pièces,Chambres,Superficie,Loyer
2351,75008,PARIS,6,5,223,6375
2352,75008,PARIS,6,3,170,5500
2353,75008,PARIS,3,2,80,2850
2354,75008,PARIS,3,2,57,2895
2355,75008,PARIS,5,3,100,3765
2356,75008,PARIS,3,2,170,7000
2357,75008,PARIS,4,,3,13500
2358,75008,PARIS,3,1,65,2650
2359,75008,PARIS,2,1,45,2500
2360,75008,PARIS,4,3,133,3170
2361,75008,PARIS,1,,15,800
2362,75008,PARIS,3,2,80,2875
2363,75008,PARIS,1,,38,1200
2364,75008,PARIS,8,5,342,15270
2365,75008,PARIS,6,4,200,6420
2366,75008,PARIS,2,1,66,2295
2367,75008,PARIS,6,4,315,20000
2368,75008,PARIS,2,1,83,3500
2369,75008,PARIS,2,1,55,3000
2370,75008,PARIS,3,1,100,6500
2371,75008,PARIS,1,,40,1800
2372,75008,PARIS,7,5,213,5560
2373,75008,PARIS,2,1,34,1380
2374,75008,PARIS,5,4,158,5120
2375,75008,PARIS,5,3,137,3475
2376,75008,PARIS,3,11,57,2523
2377,75008,PARIS,6,3,"179,05",3990
2378,75008,PARIS,2,1,47,1590
2379,75008,PARIS,4,3,107,3500
2380,75008,PARIS,1,,12,970
2381,75008,PARIS,2,1,50,1590
2382,75008,PARIS,6,3,210,8367
2383,75008,PARIS,5,3,"115,25",3300
2384,75008,PARIS,1,,"9,3",690
2385,75008,PARIS,5,4,149,4995
2386,75008,PARIS,1,,30,1490
2387,75008,PARIS,2,1,41,2000
2388,75008,PARIS,3,2,57,2300
2389,75008,PARIS,2,1,37,1768
2390,75008,PARIS,3,2,106,3707
2391,75008,PARIS,3,2,117,4254
2392,75008,PARIS,3,2,78,3000
2393,75008,PARIS,5,4,158,4330
2394,75008,PARIS,5,3,147,5069
2395,75008,PARIS,5,2,"190,7",11900
2396,75008,PARIS,4,2,116,14000
2397,75008,PARIS,5,3,177,6620
2398,75008,PARIS,3,2,117,4515
2399,75008,PARIS,7,4,205,6365
2400,75008,PARIS,7,4,245,15000
2401,75008,PARIS,8,4,"206,2",16000
2402,75008,PARIS,4,2,105,7000
2403,75008,PARIS,3,2,57,2800
2404,75008,PARIS,5,3,"160,9",5073
2405,75008,PARIS,7,3,"174,8",5000
2406,75008,PARIS,4,2,100,3400
2407,75008,PARIS,2,1,67,3000
2408,75008,PARIS,4,2,116,14000
2409,75008,PARIS,3,2,117,4515
2410,75008,PARIS,7,4,205,6365
2411,75008,PARIS,3,2,"77,04",3400
2412,75008,PARIS,1,,"43,1",1900
2413,75008,PARIS,1,,22,1200
2414,75008,PARIS,3,2,80,2900
2415,75008,PARIS,1,,37,1550
2416,75008,PARIS,2,1,60,2600
2417,75008,PARIS,2,1,33,1610
2418,75008,PARIS,2,1,"38,75",1650
2419,75008,PARIS,3,1,76,3800
2420,75008,PARIS,2,1,58,3900
2421,75008,PARIS,4,3,109,3319
2422,75008,PARIS,2,1,25,1350
2423,75008,PARIS,1,,15,930
2424,75008,PARIS,1,,29,1500
2425,75008,PARIS,2,1,62,2079
2426,75008,PARIS,3,2,75,3737
2427,75008,PARIS,2,1,27,1364
2428,75008,PARIS,4,3,135,5500
2429,75008,PARIS,4,3,"108,5",3188
2430,75008,PARIS,6,3,200,7000
2431,75008,PARIS,3,2,101,6500
2432,75008,PARIS,2,1,35,1730
2433,75008,PARIS,2,1,40,2270
2434,75008,PARIS,1,,39,2000
2435,75008,PARIS,2,1,50,1800
2436,75008,PARIS,1,,42,1620
2437,75008,PARIS,4,2,120,6800
2438,75008,PARIS,3,1,55,2500
2439,75008,PARIS,3,2,80,3000
2440,75008,PARIS,5,4,133,3941
2441,75008,PARIS,3,2,95,3150
2442,75008,PARIS,2,1,48,2070
2443,75008,PARIS,1,,"39,63",1800
2444,75008,PARIS,3,2,75,2660
2445,75008,PARIS,2,1,36,1430
2446,75008,PARIS,1,,23,1350
2447,75008,PARIS,4,2,105,3350
2448,75008,PARIS,7,4,198,6424
2449,75008,PARIS,1,,15,770
2450,75008,PARIS,5,3,120,9760
2451,75008,PARIS,4,2,128,8770
2452,75008,PARIS,2,1,40,1600
2453,75008,PARIS,5,4,158,4330
2454,75008,PARIS,6,3,300,33000
2455,75008,PARIS,6,3,185,6000
2456,75008,PARIS,3,2,120,13500
2457,75008,PARIS,7,4,245,15000
2458,75008,PARIS,4,3,80,3500
2459,75008,PARIS,3,2,100,3400
2460,75008,PARIS,5,3,150,12000
2461,75008,PARIS,6,4,200,9500
2462,75008,PARIS,5,3,169,5176
2463,75008,PARIS,3,2,71,4500
2464,75008,PARIS,1,,"12,47",720
2465,75008,PARIS,2,1,47,1650
2466,75008,PARIS,2,1,40,1800
2467,75008,PARIS,1,,20,1420
2468,75008,PARIS,6,4,198,6424
2469,75008,PARIS,2,1,39,1950
2470,75008,PARIS,4,2,"113,7",5000
2471,75008,PARIS,1,,18,800
2472,75008,PARIS,8,4,420,12000
2473,75008,PARIS,1,,"16,1",850
2474,75008,PARIS,2,1,"39,55",1256
2475,75008,PARIS,1,,"30,69",1100
2476,75008,PARIS,6,3,230,8000
2477,75008,PARIS,6,4,200,9500
2478,75008,PARIS,2,1,54,2600
2479,75008,PARIS,1,,"31,6",1508
2480,75008,PARIS,3,2,71,4500
2481,75008,PARIS,1,,"12,47",720
2482,75008,PARIS,1,,18,800
2483,75008,PARIS,8,4,420,12000
2484,75008,PARIS,1,,"16,1",850
2485,75008,PARIS,2,1,"39,55",1256
2486,75008,PARIS,5,3,"192,51",13500
2487,75008,PARIS,4,2,140,8500
2488,75008,PARIS,3,2,54,3212
2489,75008,PARIS,2,1,"54,7",1909
2490,75008,PARIS,5,3,164,5605
2491,75008,PARIS,4,3,125,4554
2492,75008,PARIS,4,3,"125,5",4554
2493,75008,PARIS,4,2,135,5900
2494,75008,PARIS,3,2,76,2850
2495,75008,PARIS,3,1,40,2600
2496,75008,PARIS,3,1,80,3000
2497,75008,PARIS,2,1,56,2650
2498,75008,PARIS,3,2,105,7000
2499,75008,PARIS,7,6,340,9500
2500,75008,PARIS,2,1,"38,5",1546
2501,75008,PARIS,5,3,"173,41",4400
2502,75008,PARIS,2,1,"88,93",3279
2503,75008,PARIS,3,2,58,1900
2504,75008,PARIS,5,4,158,4330
2505,75008,PARIS,5,3,"184,84",5600
2506,75008,PARIS,2,1,54,2300
2507,75008,PARIS,3,1,70,2400
2508,75008,PARIS,1,,31,1350
2509,75008,PARIS,3,2,105,7000
2510,75008,PARIS,7,6,340,9500
2511,75008,PARIS,3,1,"82,01",2748
2512,75008,PARIS,8,4,420,12000
2513,75008,PARIS,4,2,106,4900
2514,75008,PARIS,5,4,106,3377
2515,75008,PARIS,1,,31,1350
2516,75008,PARIS,1,,36,1251
2517,75008,PARIS,1,,21,915
2518,75008,PARIS,6,4,200,6424
2519,75008,PARIS,4,2,"113,4",3580
2520,75008,PARIS,7,5,213,5560
2521,75008,PARIS,1,,32,1390
2522,75008,PARIS,1,,26,1302
2523,75008,PARIS,2,1,"43,16",1350
2524,75008,PARIS,3,2,90,3900
2525,75008,PARIS,4,2,"136,73",7500
2526,75008,PARIS,3,2,56,2400
2527,75008,PARIS,3,2,111,10000
2528,75008,PARIS,3,2,61,2800
2529,75008,PARIS,2,1,41,1610
2530,75008,PARIS,1,,37,1550
2531,75008,PARIS,3,2,76,3500
2532,75008,PARIS,2,1,29,1900
2533,75008,PARIS,3,1,"61,2",2300
2534,75008,PARIS,1,,19,880
2535,75008,PARIS,3,2,135,4500
2536,75008,PARIS,4,3,"143,1",4600
2537,75008,PARIS,2,1,36,1300
2538,75008,PARIS,2,1,36,1481
2539,75008,PARIS,2,1,41,1700
2540,75008,PARIS,1,,15,770
2541,75008,PARIS,1,,15,720
2542,75008,PARIS,4,3,143,4490
2543,75008,PARIS,6,4,205,5950
2544,75008,PARIS,2,1,35,1600
2545,75008,PARIS,4,2,106,4900
2546,75008,PARIS,2,1,40,1800
2547,75008,PARIS,2,1,70,2950
2548,75008,PARIS,3,2,75,2601
2549,75008,PARIS,4,2,116,3687
2550,75008,PARIS,2,1,70,2300
2551,75008,PARIS,5,3,150,12000
2552,75008,PARIS,1,,27,1075
2553,75008,PARIS,1,,30,1380
2554,75008,PARIS,6,4,200,6424
2555,75008,PARIS,5,3,130,5000
2556,75008,PARIS,7,4,189,6040
2557,75008,PARIS,3,2,85,3000
2558,75008,PARIS,5,3,"151,02",5900
2559,75008,PARIS,5,3,"127,44",4490
2560,75008,PARIS,2,1,40,1990
2561,75008,PARIS,1,,35,1850
2562,75008,PARIS,1,,"18,42",1100
2563,75008,PARIS,2,1,31,1450
2564,75008,PARIS,1,,9,490
2565,75008,PARIS,1,,"10,94",754
2566,75008,PARIS,6,4,"199,8",5168
2567,75008,PARIS,5,2,164,5300
2568,75008,PARIS,2,1,"74,21",2055
2569,75008,PARIS,1,,22,1150
2570,75008,PARIS,6,4,190,5709
2571,75008,PARIS,3,2,170,8000
2572,75008,PARIS,4,3,"148,7",5011
2573,75008,PARIS,4,2,150,11000
2574,75008,PARIS,1,,24,1290
2575,75008,PARIS,1,,27,1075
2576,75008,PARIS,1,,24,1290
2577,75008,PARIS,5,4,106,3377
2578,75008,PARIS,1,,"21,84",953
2579,75008,PARIS,2,1,50,1800
2580,75008,PARIS,4,2,108,3678
2581,75008,PARIS,3,1,"65,85",2123
2582,75008,PARIS,2,1,45,2000
2583,75008,PARIS,3,2,55,2600
2584,75008,PARIS,2,1,"46,1",1650
2585,75008,PARIS,1,,"36,14",1550
2586,75008,PARIS,2,1,"41,74",1770
2587,75008,PARIS,2,1,42,1600
2588,75008,PARIS,3,2,125,3500
2589,75008,PARIS,5,3,100,2987
2590,75008,PARIS,2,1,42,1460
2591,75008,PARIS,1,,32,1260
2592,75008,PARIS,2,1,50,1980
2593,75008,PARIS,6,4,200,7900
2594,75008,PARIS,5,3,145,4700
2595,75008,PARIS,2,1,39,1500
2596,75008,PARIS,3,2,65,3700
2597,75008,PARIS,1,,"30,56",1100
2598,75008,PARIS,2,1,50,2200
2599,75008,PARIS,2,1,50,1800
2600,75008,PARIS,2,1,42,1460
2601,75008,PARIS,1,,32,1260
2602,75008,PARIS,2,1,70,2950
2603,75008,PARIS,2,1,50,1980
2604,75008,PARIS,2,1,50,1783
2605,75008,PARIS,2,1,"32,89",1700
2606,75008,PARIS,1,,25,879
2607,75008,PARIS,5,3,145,4700
2608,75008,PARIS,6,4,200,7900
2609,75008,PARIS,6,4,231,5800
2610,75008,PARIS,2,1,"58,84",1905
2611,75008,PARIS,1,,12,620
2612,75008,PARIS,2,1,39,1500
2613,75008,PARIS,3,2,65,3700
2614,75008,PARIS,5,3,160,5540
2615,75008,PARIS,3,2,"117,3",4254
2616,75008,PARIS,5,3,"160,3",5540
2617,75008,PARIS,3,2,120,13500
2618,75008,PARIS,2,1,54,1989
2619,75008,PARIS,1,,"41,3",1550
2620,75008,PARIS,4,3,125,5500
2621,75008,PARIS,5,3,200,13000
2622,75008,PARIS,5,3,149,5011
2623,75008,PARIS,2,1,42,2400
2624,75008,PARIS,1,,41,1600
2625,75008,PARIS,4,3,150,11000
2626,75008,PARIS,5,3,149,5011
2627,75008,PARIS,1,,41,1600
2628,75008,PARIS,2,1,"59,9",2080
2629,75008,PARIS,6,4,205,5950
2630,75008,PARIS,2,1,42,1550
2631,75008,PARIS,3,2,113,6700
2632,75008,PARIS,2,1,42,2400
2633,75008,PARIS,4,3,"109,5",3188
2634,75008,PARIS,2,1,"47,25",1684
2635,75008,PARIS,1,,26,900
2636,75008,PARIS,5,3,195,15000
2637,75008,PARIS,5,4,158,4330
2638,75008,PARIS,6,4,200,6424
2639,75008,PARIS,2,1,"65,4",1915
2640,75008,PARIS,2,1,40,2200
2641,75008,PARIS,5,3,"170,85",5280
2642,75008,PARIS,5,3,171,5280
2643,75008,PARIS,2,1,50,1890
2644,75008,PARIS,5,3,180,4992
2645,75008,PARIS,2,1,"48,2",2008
2646,75008,PARIS,2,1,22,990
2647,75008,PARIS,1,,"36,14",1550
2648,75008,PARIS,1,,34,1850
2649,75008,PARIS,1,,16,730
2650,75008,PARIS,3,1,65,3500
2651,75008,PARIS,4,2,106,4900
2652,75008,PARIS,1,,21,920
2653,75008,PARIS,2,1,52,1770
2654,75008,PARIS,1,,17,810
2655,75008,PARIS,2,1,40,1800
2656,75008,PARIS,6,4,"195,5",5790
2657,75008,PARIS,6,4,180,5900
2658,75008,PARIS,1,,23,1000
2659,75008,PARIS,3,2,80,4000
2660,75008,PARIS,1,,"12,37",660
2661,75008,PARIS,1,,13,600
2662,75008,PARIS,3,1,58,1827
2663,75008,PARIS,3,2,64,1895
2664,75008,PARIS,3,2,135,4500
2665,75008,PARIS,3,1,65,3500
2666,75008,PARIS,5,3,165,11000
2667,75008,PARIS,6,4,"189,8",5709
2668,75008,PARIS,4,2,116,3687
2669,75008,PARIS,1,,27,1500
2670,75008,PARIS,2,1,"30,67",1500
2671,75008,PARIS,3,2,151,6500
2672,75008,PARIS,1,,"9,07",370
2673,75008,PARIS,1,,26,1150
2674,75008,PARIS,2,1,"43,5",1690
2675,75008,PARIS,3,2,130,5000
2676,75008,PARIS,1,,24,1050
2677,75008,PARIS,1,,36,1600
2678,75008,PARIS,2,1,"41,8",1700
2679,75008,PARIS,2,1,"63,34",2395
2680,75008,PARIS,1,,26,1080
2681,75008,PARIS,5,3,"132,1",3192
2682,75008,PARIS,1,,"35,95",1275
2683,75008,PARIS,6,3,200,8000
2684,75008,PARIS,5,3,184,5600
2685,75008,PARIS,2,1,40,2200
2686,75008,PARIS,5,3,"177,5",6620
2687,75008,PARIS,2,1,26,1100
2688,75008,PARIS,5,4,106,3377
2689,75008,PARIS,4,2,100,3400
2690,75008,PARIS,1,,30,1500
2691,75008,PARIS,4,2,106,3678
2692,75008,PARIS,6,3,195,13500
2693,75008,PARIS,2,1,41,1800
2694,75008,PARIS,2,1,27,1800
2695,75008,PARIS,3,2,72,3950
2696,75008,PARIS,4,3,74,2950
2697,75008,PARIS,3,2,82,3750
2698,75008,PARIS,5,3,174,5775
2699,75008,PARIS,5,3,145,6400
2700,75008,PARIS,6,4,"184,27",4560
2701,75008,PARIS,6,3,160,4800
2702,75008,PARIS,2,1,80,2930
2703,75008,PARIS,1,,"36,32",1182
2704,75008,PARIS,2,1,39,1500
2705,75008,PARIS,2,1,50,1800
2706,75008,PARIS,3,2,100,2901
2707,75008,PARIS,3,2,88,3340
2708,75008,PARIS,4,2,120,13500
2709,75008,PARIS,5,4,106,3377
2710,75008,PARIS,4,2,"127,22",3904
2711,75008,PARIS,4,2,"113,4",3415
2712,75008,PARIS,1,,"36,25",1400
2713,75008,PARIS,1,,36,1600
2714,75008,PARIS,3,2,80,5000
2715,75008,PARIS,6,5,219,11400
2716,75008,PARIS,2,1,38,1650
2717,75008,PARIS,2,1,"35,17",2000
2718,75008,PARIS,7,5,"213,69",5785
2719,75008,PARIS,4,2,100,3900
2720,75008,PARIS,6,3,199,8700
2721,75008,PARIS,5,4,242,15000
2722,75008,PARIS,6,4,200,5620
2723,75008,PARIS,2,1,"42,56",2500
2724,75008,PARIS,2,1,29,1850
2725,75008,PARIS,2,1,"42,56",2500
2726,75008,PARIS,4,3,113,3580
2727,75008,PARIS,2,1,65,1915
2728,75008,PARIS,1,,42,1700
2729,75008,PARIS,2,1,55,2900
2730,75008,PARIS,4,3,109,3188
2731,75008,PARIS,4,2,116,3687
2732,75008,PARIS,1,,27,1340
2733,75008,PARIS,1,4,70,2936
2734,75008,PARIS,3,2,95,3150
2735,75008,PARIS,2,1,37,1600
2736,75008,PARIS,2,1,50,3065
2737,75008,PARIS,4,2,110,4900
2738,75008,PARIS,2,1,80,2950
2739,75008,PARIS,2,1,"31,7",1600
2740,75008,PARIS,3,2,85,4000
2741,75008,PARIS,2,1,48,2031
2742,75008,PARIS,6,4,"140,6",3800
2743,75008,PARIS,2,1,65,2875
2744,75008,PARIS,3,2,"79,37",2900
2745,75008,PARIS,6,3,196,5800
2746,75008,PARIS,7,4,170,7500
2747,75008,PARIS,5,3,101,4200
2748,75008,PARIS,5,2,130,4650
2749,75008,PARIS,3,2,56,2800
2750,75008,PARIS,1,,28,1650
2751,75008,PARIS,4,2,75,2750
2752,75008,PARIS,1,,16,1180
2753,75008,PARIS,3,2,95,3100
2754,75008,PARIS,1,,"26,31",1095
2755,75008,PARIS,1,,30,2000
2756,75008,PARIS,3,2,90,4000
2757,75008,PARIS,2,1,70,3400
2758,75008,PARIS,3,2,106,4900
2759,75008,PARIS,1,,26,1550
2760,75008,PARIS,2,1,30,1350
2761,75008,PARIS,2,1,60,2070
2762,75008,PARIS,2,1,45,2100
2763,75008,PARIS,6,4,167,5500
2764,75008,PARIS,3,2,125,5000
2765,75008,PARIS,1,,35,1500
2766,75008,PARIS,1,,33,1780
2767,75008,PARIS,2,1,30,1350
2768,75008,PARIS,1,,46,2000
2769,75008,PARIS,2,1,32,1670
2770,75008,PARIS,3,2,136,7300
2771,75008,PARIS,3,2,64,3500
2772,75008,PARIS,1,,45,2100
2773,75008,PARIS,3,1,75,2650
2774,75008,PARIS,4,3,120,5000
2775,75008,PARIS,4,2,125,5000
2776,75008,PARIS,3,2,75,4600
2777,75008,PARIS,5,4,128,5000
2778,75008,PARIS,5,3,160,5800
2779,75008,PARIS,2,1,77,3000
2780,75008,PARIS,6,5,150,7980
2781,75008,PARIS,2,1,46,2300
2782,75008,PARIS,2,1,53,3200
2783,75008,PARIS,2,1,67,2900
2784,75008,PARIS,1,,35,2100
2785,75008,PARIS,1,,27,750
2786,75008,PARIS,1,,31,1490
2787,75008,PARIS,3,2,72,3000
2788,75008,PARIS,1,,30,1300
2789,75008,PARIS,3,2,65,3500
2790,75008,PARIS,2,1,43,1700
2791,75008,PARIS,2,1,49,2300
2792,75008,PARIS,2,1,45,2650
2793,75008,PARIS,3,2,84,3500
2794,75008,PARIS,2,1,45,2160
2795,75008,PARIS,1,,27,1790
2796,75008,PARIS,5,3,150,11000
2797,75008,PARIS,2,1,58,2800
2798,75008,PARIS,3,2,101,6000
2799,75008,PARIS,5,3,130,4650
2800,75008,PARIS,3,2,84,3500
2801,75008,PARIS,2,1,45,2160
2802,75008,PARIS,5,3,130,5100
2803,75008,PARIS,2,1,58,2800
2804,75008,PARIS,1,,38,1750
2805,75008,PARIS,4,2,110,4740
2806,75008,PARIS,2,1,60,2500
2807,75008,PARIS,3,2,62,2800
2808,75008,PARIS,7,4,220,5950
2809,75008,PARIS,5,3,120,4500
2810,75008,PARIS,1,,40,1600
2811,75008,PARIS,7,4,194,7900
2812,75008,PARIS,2,1,30,1250
2813,75008,PARIS,2,1,"88,93",3661
2814,75008,PARIS,2,1,45,1600
2815,75008,PARIS,1,,10,406
2816,75008,PARIS,3,2,80,2900
2817,75008,PARIS,1,,12,699
2818,75008,PARIS,3,2,"77,2",2773
2819,75008,PARIS,1,,20,950
2820,75008,PARIS,3,2,"77,04",3130
2821,75008,PARIS,1,,"30,7",1110
2822,75008,PARIS,1,,20,930
2823,75008,PARIS,1,,"18,5",1000
2824,75008,PARIS,1,,11,690
2825,75008,PARIS,1,,11,690
2826,75008,PARIS,2,1,53,3300
2827,75008,PARIS,2,1,63,2123
2828,75008,PARIS,1,,24,990
2829,75008,PARIS,6,3,185,4872
2830,75008,PARIS,1,,30,1090
2831,75008,PARIS,4,3,"108,38",2850
2832,75008,PARIS,1,,"26,75",980
2833,75008,PARIS,6,4,"151,93",5233
2834,75008,PARIS,2,1,60,1850
2835,75008,PARIS,2,1,46,1750
2836,75008,PARIS,2,1,"59,25",1641
2837,75008,PARIS,3,1,47,1590
2838,75008,PARIS,2,1,36,1375
2839,75008,PARIS,2,1,47,1520
2840,75008,PARIS,1,,43,1800
2841,75008,PARIS,2,1,52,2400
2842,75008,PARIS,2,1,"48,81",1740
2843,75008,PARIS,2,1,50,1800
2844,75008,PARIS,1,,12,495
2845,75008,PARIS,1,,22,1100
2846,75008,PARIS,1,,15,890
2847,75008,PARIS,3,2,81,3625
2848,75008,PARIS,2,1,44,1700
2849,75008,PARIS,3,2,70,3000
2850,75008,PARIS,1,,30,1150
2851,75008,PARIS,2,1,60,2080
2852,75008,PARIS,1,,25,950
2853,75008,PARIS,2,1,60,2500
2854,75008,PARIS,1,,"20,66",850
2855,75008,PARIS,1,,14,500
2856,75008,PARIS,3,2,"67,4",1940
2857,75008,PARIS,1,,16,700
2858,75008,PARIS,3,2,65,2600
2859,75008,PARIS,1,,"11,03",675
2860,75008,PARIS,2,1,53,3100
2861,75008,PARIS,2,1,40,1900
2862,75008,PARIS,6,4,142,3992
2863,75008,PARIS,6,4,180,11000
2864,75008,PARIS,5,3,108,3585
2865,75008,PARIS,5,3,170,11000
2866,75008,PARIS,1,,26,1680
2867,75008,PARIS,6,3,158,4883
2868,75008,PARIS,3,2,70,6500
2869,75008,PARIS,1,,25,980
2870,75008,PARIS,4,2,95,3180
2871,75008,PARIS,5,4,155,4900
2872,75008,PARIS,3,1,60,2800
2873,75008,PARIS,6,3,176,5000
2874,75008,PARIS,1,,"21,95",957
2875,75008,PARIS,1,,26,995
2876,75008,PARIS,1,,28,1406
2877,75008,PARIS,2,1,32,1265
2878,75008,PARIS,1,,18,960
2879,75008,PARIS,1,,32,1390
2880,75008,PARIS,1,,38,1275
2881,75008,PARIS,1,,38,1369
2882,75008,PARIS,1,,14,620
2883,75008,PARIS,2,1,80,2800
2884,75008,PARIS,3,,2,3500
2885,75008,PARIS,1,,"14,8",700
2886,75008,PARIS,2,,34,1200
2887,75008,PARIS,2,1,65,3000
2888,75008,PARIS,5,3,145,6400
2889,75008,PARIS,1,,10,750
2890,75008,PARIS,2,1,75,2500
2891,75008,PARIS,4,2,"85,71",2850
2892,75008,PARIS,6,3,200,5500
2893,75008,PARIS,2,1,40,2500
2894,75008,PARIS,4,2,"82,31",2200
2895,75008,PARIS,2,1,50,3300
2896,75008,PARIS,2,1,35,1130
2897,75008,PARIS,1,,19,798
2898,75008,PARIS,5,3,94,2733
2899,75008,PARIS,1,,20,1030
2900,75008,PARIS,6,3,183,5300
2901,75008,PARIS,1,,20,1000
2902,75008,PARIS,4,2,96,3250
2903,75008,PARIS,1,,36,1550
2904,75008,PARIS,5,4,152,3895
2905,75008,PARIS,4,3,135,3630
2906,75008,PARIS,1,,36,1350
2907,75008,PARIS,2,1,47,1650
2908,75008,PARIS,1,,"11,78",700
2909,75008,PARIS,1,,30,2000
2910,75008,PARIS,5,3,"147,33",4300
2911,75008,PARIS,4,3,150,12000
2912,75008,PARIS,1,,25,1285
2913,75008,PARIS,2,1,53,1550
2914,75008,PARIS,5,3,"137,7",3800
2915,75008,PARIS,1,,27,895
2916,75008,PARIS,5,4,158,4330
2917,75008,PARIS,3,2,80,4200
2918,75008,PARIS,2,1,"51,04",1492
2919,75008,PARIS,5,3,145,6400
2920,75008,PARIS,1,,35,1295
2921,75008,PARIS,2,1,32,1600
2922,75008,PARIS,1,,"17,08",795
2923,75008,PARIS,2,1,82,2500
2924,75008,PARIS,1,,12,850
2925,75008,PARIS,1,,35,1295
2926,75008,PARIS,4,2,87,3200
2927,75008,PARIS,4,3,"121,73",3670
2928,75008,PARIS,4,2,114,5400
2929,75008,PARIS,4,3,160,5900
2930,75008,PARIS,1,,46,2000
2931,75008,PARIS,4,2,80,2670
2932,75008,PARIS,3,2,75,2700
2933,75008,PARIS,5,3,120,4300
2934,75008,PARIS,4,3,120,6500
2935,75008,PARIS,1,,30,1550
2936,75008,PARIS,1,,19,850
2937,75008,PARIS,1,,"29,5",1200
2938,75008,PARIS,6,4,200,10000
2939,75008,PARIS,1,,25,1290
2940,75008,PARIS,1,,17,1020
2941,75008,PARIS,4,2,150,6950
2942,75008,PARIS,4,3,164,10000
2943,75008,PARIS,3,2,70,6500
2944,75008,PARIS,3,2,75,4500
2945,75008,PARIS,3,2,68,5000
2946,75008,PARIS,6,3,188,6850
2947,75008,PARIS,2,1,65,2000
2948,75008,PARIS,2,1,65,2000
2949,75008,PARIS,1,,18,790
2950,75008,PARIS,6,3,200,6621
2951,75008,PARIS,1,,23,1100
2952,75008,PARIS,2,1,25,1170
2953,75008,PARIS,2,1,"35,8",1285
2954,75008,PARIS,4,3,90,4095
2955,75008,PARIS,1,,"11,02",650
2956,75008,PARIS,1,,30,1200
2957,75008,PARIS,1,,22,940
2958,75008,PARIS,2,1,37,2500
2959,75008,PARIS,2,1,40,1600
2960,75008,PARIS,9,,208,10000
2961,75008,PARIS,1,,18,900
2962,75008,PARIS,1,,28,1211
2963,75008,PARIS,6,4,135,5500
2964,75008,PARIS,1,,19,750
2965,75008,PARIS,1,,10,550
2966,75008,PARIS,3,2,60,1800
2967,75008,PARIS,2,1,"33,3",1678
2968,75008,PARIS,2,1,"30,02",1508
2969,75008,PARIS,2,1,42,2150
2970,75008,PARIS,2,1,25,550
2971,75008,PARIS,3,2,110,4300
2972,75008,PARIS,2,,32,1300
2973,75008,PARIS,2,1,54,1570
2974,75008,PARIS,1,,14,620
2975,75009,PARIS,2,1,"54,77",1990
2976,75009,PARIS,1,,24,1170
2977,75009,PARIS,2,1,"82,81",2797
2978,75009,PARIS,5,3,"164,15",4600
2979,75009,PARIS,5,3,153,4910
2980,75009,PARIS,2,1,49,1900
2981,75009,PARIS,2,1,45,1700
2982,75009,PARIS,6,4,173,6000
2983,75009,PARIS,4,2,102,3500
2984,75009,PARIS,3,2,75,3380
2985,75009,PARIS,6,4,173,6000
2986,75009,PARIS,6,3,170,4990
2987,75009,PARIS,6,3,170,5290
2988,75009,PARIS,2,1,31,1099
2989,75009,PARIS,3,2,90,13000
2990,75009,PARIS,4,3,98,4000
2991,75009,PARIS,2,,31,1050
2992,75009,PARIS,2,1,45,1678
2993,75009,PARIS,4,3,100,3200
2994,75009,PARIS,3,2,68,2350
2995,75009,PARIS,5,2,153,4910
2996,75009,PARIS,1,,34,1150
2997,75009,PARIS,2,1,30,1600
2998,75009,PARIS,4,2,97,3400
2999,75009,PARIS,1,,9,550
3000,75009,PARIS,5,3,152,4945
3001,75009,PARIS,4,2,94,2900
3002,75009,PARIS,3,2,"71,53",2000
3003,75009,PARIS,1,,16,950
3004,75009,PARIS,5,3,153,4910
3005,75009,PARIS,4,3,140,4900
3006,75009,PARIS,3,1,"75,5",2120
3007,75009,PARIS,6,4,173,6000
3008,75009,PARIS,4,2,93,3100
3009,75009,PARIS,2,1,"40,22",1200
3010,75009,PARIS,5,3,155,4635
3011,75009,PARIS,4,2,106,4900
3012,75009,PARIS,3,2,50,1800
3013,75009,PARIS,4,2,"106,06",3153
3014,75009,PARIS,1,,17,790
3015,75009,PARIS,5,3,"157,9",4528
3016,75009,PARIS,2,1,48,1850
3017,75009,PARIS,2,1,53,2100
3018,75009,PARIS,1,,"29,22",1250
3019,75009,PARIS,4,2,102,3500
3020,75009,PARIS,2,1,40,1190
3021,75009,PARIS,2,1,"44,48",1400
3022,75009,PARIS,2,1,40,1600
3023,75009,PARIS,2,1,"44,21",1420
3024,75009,PARIS,1,,17,744
3025,75009,PARIS,5,3,"157,9",4528
3026,75009,PARIS,2,1,48,1850
3027,75009,PARIS,2,1,53,2100
3028,75009,PARIS,6,4,205,5950
3029,75009,PARIS,1,,41,1950
3030,75009,PARIS,6,4,173,6000
3031,75009,PARIS,1,,22,1700
3032,75009,PARIS,2,1,31,1575
3033,75009,PARIS,4,2,102,3500
3034,75009,PARIS,3,2,77,2107
3035,75009,PARIS,3,2,75,2185
3036,75009,PARIS,2,1,"42,4",1585
3037,75009,PARIS,3,2,74,2300
3038,75009,PARIS,2,1,70,3500
3039,75009,PARIS,1,,41,1300
3040,75009,PARIS,2,1,50,1800
3041,75009,PARIS,1,,"19,5",884
