Code Postal,Ville,Pièces,Chambres,Superficie,Prix de vente
75018,PARIS,4,3,87,1370000
75018,PARIS,3,1,"42,51",488000
75018,PARIS,1,,15,286000
75018,PARIS,3,2,56,514000
75018,PARIS,2,1,50,490000
75018,PARIS,5,3,"94,23",883500
75018,PARIS,2,1,31,374000
75018,PARIS,3,2,"65,76",420000
75018,PARIS,3,2,57,700000
75018,PARIS,3,2,42,370000
75018,PARIS,6,4,126,1398000
75018,PARIS,5,4,"135,89",1220000
75018,PARIS,2,1,"34,54",359000
75018,PARIS,4,2,90,880000
75018,PARIS,2,1,39,445000
75018,PARIS,2,1,28,365000
75018,PARIS,4,2,"61,96",920000
75018,PARIS,3,2,"66,58",589000
75018,PARIS,2,1,"32,16",378000
75018,PARIS,3,2,79,1095000
75018,PARIS,3,2,55,550000
75018,PARIS,4,2,85,825000
75018,PARIS,2,1,"52,11",639000
75018,PARIS,3,2,48,685000
75018,PARIS,4,3,105,1090000
75018,PARIS,2,1,44,420000
75018,PARIS,1,,24,255000
75018,PARIS,3,2,48,561600
75018,PARIS,3,2,"70,7",995000
75018,PARIS,1,,29,315000
75018,PARIS,2,1,"27,33",353000
75018,PARIS,1,,"17,5",190000
75018,PARIS,2,1,52,477000
75018,PARIS,1,,25,360000
75018,PARIS,1,,"16,03",217000
75018,PARIS,3,2,62,655000
75018,PARIS,3,2,"52,59",595000
75018,PARIS,3,1,61,460000
75018,PARIS,2,1,25,279000
75018,PARIS,3,2,47,420000
75018,PARIS,3,1,60,756000
75018,PARIS,3,2,56,870000
75018,PARIS,4,2,92,1148000
75018,PARIS,5,4,109,2070000
75018,PARIS,2,1,"51,74",546000
75018,PARIS,3,2,70,730000
75018,PARIS,1,,"7,3",48000
75018,PARIS,3,2,65,585000
75018,PARIS,3,1,"48,37",313500
75018,PARIS,3,2,42,360000
75018,PARIS,2,1,"43,5",545000
75018,PARIS,1,,15,149000
75018,PARIS,4,3,125,1300000
75018,PARIS,3,2,"70,7",995000
75018,PARIS,1,,29,315000
75018,PARIS,2,1,"27,33",353000
75018,PARIS,1,,"17,5",190000
75018,PARIS,2,1,52,477000
75018,PARIS,1,,25,360000
75018,PARIS,1,,"16,03",217000
75018,PARIS,3,2,62,655000
75018,PARIS,3,2,"52,59",595000
75018,PARIS,3,1,61,460000
75018,PARIS,2,1,25,279000
75018,PARIS,3,2,47,420000
75018,PARIS,3,1,60,756000
75018,PARIS,3,2,56,870000
75018,PARIS,4,2,92,1148000
75018,PARIS,5,4,109,2070000
75018,PARIS,2,1,"51,74",546000
75018,PARIS,3,2,70,730000
75018,PARIS,1,,"7,3",48000
75018,PARIS,3,2,65,585000
75018,PARIS,3,1,"48,37",313500
75018,PARIS,3,2,42,360000
75018,PARIS,2,1,"43,5",545000
75018,PARIS,1,,15,149000
75018,PARIS,4,3,125,1300000
75018,PARIS,1,,29,315000
75018,PARIS,2,1,"27,33",353000
75018,PARIS,1,,"26,12",315000
75018,PARIS,4,2,"106,51",1100000
75018,PARIS,1,,"16,03",217000
75018,PARIS,3,2,62,655000
75018,PARIS,3,2,"52,59",595000
75018,PARIS,3,1,61,460000
75018,PARIS,2,1,25,279000
75018,PARIS,3,2,47,420000
75018,PARIS,2,1,"39,75",480000
75018,PARIS,5,2,135,1470000
75018,PARIS,2,1,"51,74",546000
75018,PARIS,3,2,70,730000
75018,PARIS,3,2,65,585000
75018,PARIS,4,2,68,720000
75018,PARIS,1,,"13,35",169500
75018,PARIS,3,2,54,618000
75018,PARIS,2,1,"47,49",787500
75018,PARIS,4,3,"129,1",1286775
75018,PARIS,1,,"22,5",346500
75018,PARIS,2,1,40,500000
75018,PARIS,3,2,44,490000
75018,PARIS,3,2,42,415000
75018,PARIS,2,1,41,495000
75018,PARIS,1,,29,315000
75018,PARIS,2,1,"27,33",353000
75018,PARIS,1,,"26,12",315000
75018,PARIS,4,2,"106,51",1100000
75018,PARIS,1,,"16,03",217000
75018,PARIS,3,2,62,655000
75018,PARIS,3,2,"52,59",595000
75018,PARIS,3,1,61,460000
75018,PARIS,2,1,25,279000
75018,PARIS,3,2,47,420000
75018,PARIS,2,1,"39,75",480000
75018,PARIS,5,2,135,1470000
75018,PARIS,2,1,"51,74",546000
75018,PARIS,3,2,70,730000
75018,PARIS,3,2,65,585000
75018,PARIS,4,2,68,720000
75018,PARIS,1,,"13,35",169500
75018,PARIS,3,2,54,618000
75018,PARIS,2,1,"47,49",787500
75018,PARIS,4,3,"129,1",1286775
75018,PARIS,1,,"22,5",346500
75018,PARIS,2,1,40,500000
75018,PARIS,3,2,44,490000
75018,PARIS,3,2,42,415000
75018,PARIS,2,1,41,495000
75018,PARIS,2,1,"33,53",365000
75018,PARIS,3,2,"52,6",655000
75018,PARIS,4,3,89,1260000
75018,PARIS,2,1,50,597000
75018,PARIS,1,,19,195000
75018,PARIS,1,,30,360000
75018,PARIS,1,,28,400000
75018,PARIS,3,2,"25,02",230000
75018,PARIS,5,4,"88,2",869200
75018,PARIS,1,,"24,79",251450
75018,PARIS,2,1,47,385000
75018,PARIS,3,1,"94,76",1195000
75018,PARIS,2,1,74,549500
75018,PARIS,2,1,49,556500
75018,PARIS,2,1,"32,16",378000
75018,PARIS,3,2,"113,69",945000
75018,PARIS,2,1,25,298000
75018,PARIS,3,2,"44,27",600000
75018,PARIS,3,2,"48,4",575000
75018,PARIS,5,3,95,930000
75018,PARIS,5,3,"125,34",1300000
75018,PARIS,1,,26,282000
75018,PARIS,3,2,76,859000
75018,PARIS,3,2,"69,3",630000
75018,PARIS,3,2,57,530000
75018,PARIS,2,1,"33,53",365000
75018,PARIS,3,2,"52,6",655000
75018,PARIS,4,3,89,1260000
75018,PARIS,2,1,50,597000
75018,PARIS,1,,19,195000
75018,PARIS,1,,30,360000
75018,PARIS,1,,28,400000
75018,PARIS,3,2,"25,02",230000
75018,PARIS,5,4,"88,2",869200
75018,PARIS,1,,"24,79",251450
75018,PARIS,2,1,47,385000
75018,PARIS,3,1,"94,76",1195000
75018,PARIS,2,1,74,549500
75018,PARIS,2,1,49,556500
75018,PARIS,2,1,"32,16",378000
75018,PARIS,3,2,"113,69",945000
75018,PARIS,2,1,25,298000
75018,PARIS,3,2,"44,27",600000
75018,PARIS,3,2,"48,4",575000
75018,PARIS,5,3,95,930000
75018,PARIS,5,3,"125,34",1300000
75018,PARIS,1,,26,282000
75018,PARIS,3,2,76,859000
75018,PARIS,3,2,"69,3",630000
75018,PARIS,3,2,57,530000
75018,PARIS,3,2,57,530000
75018,PARIS,2,1,44,490000
75018,PARIS,3,2,55,710000
75018,PARIS,2,1,50,597000
75018,PARIS,3,2,70,605000
75018,PARIS,1,,30,360000
75018,PARIS,1,,28,400000
75018,PARIS,1,,35,370000
75018,PARIS,2,1,"25,29",294000
75018,PARIS,3,2,38,435000
75018,PARIS,1,,23,261000
75018,PARIS,1,,23,286000
75018,PARIS,2,,20,290000
75018,PARIS,3,1,32,358700
75018,PARIS,1,,24,270000
75018,PARIS,5,4,"109,08",2035000
75018,PARIS,1,,24,300000
75018,PARIS,2,1,40,389000
75018,PARIS,3,2,"65,19",889000
75018,PARIS,2,1,49,465500
75018,PARIS,1,,25,266000
75018,PARIS,4,2,77,870000
75018,PARIS,3,2,"59,3",655000
75018,PARIS,4,,"70,31",651000
75018,PARIS,5,,"98,72",950000
75018,PARIS,3,2,57,530000
75018,PARIS,2,1,44,490000
75018,PARIS,3,2,55,710000
75018,PARIS,2,1,50,597000
75018,PARIS,3,2,70,605000
75018,PARIS,1,,30,360000
75018,PARIS,1,,28,400000
75018,PARIS,1,,35,370000
75018,PARIS,2,1,"25,29",294000
75018,PARIS,3,2,38,435000
75018,PARIS,1,,23,261000
75018,PARIS,1,,23,286000
75018,PARIS,2,,20,290000
75018,PARIS,3,1,32,358700
75018,PARIS,1,,24,270000
75018,PARIS,5,4,"109,08",2035000
75018,PARIS,1,,24,300000
75018,PARIS,2,1,40,389000
75018,PARIS,3,2,"65,19",889000
75018,PARIS,2,1,49,465500
75018,PARIS,1,,25,266000
75018,PARIS,4,2,77,870000
75018,PARIS,3,2,"59,3",655000
75018,PARIS,4,,"70,31",651000
75018,PARIS,5,,"98,72",950000
75018,PARIS,2,1,"35,2",395000
75018,PARIS,4,2,77,695000
75018,PARIS,2,1,50,445000
75018,PARIS,4,3,162,1140250
75018,PARIS,2,,33,357000
75018,PARIS,4,2,"132,19",1220000
75018,PARIS,1,,"8,14",81400
75018,PARIS,2,,"47,32",464000
75018,PARIS,3,,"61,72",563000
75018,PARIS,3,,2,2006000
75018,PARIS,2,1,30,328600
75018,PARIS,3,2,87,1095000
75018,PARIS,2,1,"28,12",251000
75018,PARIS,3,2,58,634000
75018,PARIS,1,,15,135000
75018,PARIS,4,3,"76,75",430000
75018,PARIS,4,3,89,1320000
75018,PARIS,1,,"28,9",300000
75018,PARIS,3,2,"80,3",975000
75018,PARIS,5,4,109,2070000
75018,PARIS,2,1,"44,85",572000
75018,PARIS,2,1,27,325000
75018,PARIS,2,1,51,500000
75018,PARIS,2,1,35,367000
75018,PARIS,3,2,65,673000
75018,PARIS,2,1,51,500000
75018,PARIS,3,1,"67,08",545000
75018,PARIS,4,2,"96,8",990000
75018,PARIS,1,,21,280000
75018,PARIS,1,,"29,05",300000
75018,PARIS,3,2,97,1195000
75018,PARIS,2,2,"34,54",355000
75018,PARIS,3,2,62,500000
75018,PARIS,6,4,"245,02",7500000
75018,PARIS,2,1,36,402000
75018,PARIS,1,,25,225000
75018,PARIS,3,2,36,360000
75018,PARIS,3,2,55,583000
75018,PARIS,1,,"12,66",174400
75018,PARIS,3,2,90,880000
75018,PARIS,2,1,36,370000
75018,PARIS,1,,24,225330
75018,PARIS,3,2,50,649000
75018,PARIS,1,,17,165000
75018,PARIS,2,1,40,445000
75018,PARIS,3,2,"65,6",591000
75018,PARIS,1,,18,200000
75018,PARIS,1,,16,160500
75018,PARIS,1,,22,258000
75018,PARIS,1,,152,930000
75018,PARIS,2,1,51,500000
75018,PARIS,3,1,"67,08",545000
75018,PARIS,4,2,"96,8",990000
75018,PARIS,1,,21,280000
75018,PARIS,1,,"29,05",300000
75018,PARIS,3,2,97,1195000
75018,PARIS,2,2,"34,54",355000
75018,PARIS,3,2,62,500000
75018,PARIS,6,4,"245,02",7500000
75018,PARIS,2,1,36,402000
75018,PARIS,1,,25,225000
75018,PARIS,3,2,36,360000
75018,PARIS,3,2,55,583000
75018,PARIS,1,,"12,66",174400
75018,PARIS,3,2,90,880000
75018,PARIS,2,1,36,370000
75018,PARIS,1,,24,225330
75018,PARIS,3,2,50,649000
75018,PARIS,1,,17,165000
75018,PARIS,2,1,40,445000
75018,PARIS,3,2,"65,6",591000
75018,PARIS,1,,18,200000
75018,PARIS,1,,16,160500
75018,PARIS,1,,22,258000
75018,PARIS,1,,152,930000
75018,PARIS,2,1,"33,2",415000
75018,PARIS,5,3,125,1300000
75018,PARIS,2,1,"30,58",310000
75018,PARIS,5,4,110,2070000
75018,PARIS,2,1,47,550000
75018,PARIS,3,2,57,750000
75018,PARIS,1,,24,272000
75018,PARIS,3,2,"60,2",542000
75018,PARIS,1,,19,133400
75018,PARIS,2,1,45,474000
75018,PARIS,3,2,52,416000
75018,PARIS,4,3,64,566000
75018,PARIS,5,4,"109,77",2035000
75018,PARIS,5,4,"109,75",2070000
75018,PARIS,3,1,80,975000
75018,PARIS,1,,10,120000
75018,PARIS,2,1,"36,58",349900
75018,PARIS,2,1,27,341250
75018,PARIS,2,1,35,270000
75018,PARIS,4,3,92,710000
75018,PARIS,4,3,"88,91",1570000
75018,PARIS,5,4,110,1975000
75018,PARIS,4,2,"73,19",728000
75018,PARIS,4,2,"73,19",728000
75018,PARIS,3,2,47,492000
75018,PARIS,2,1,"33,2",415000
75018,PARIS,5,3,125,1300000
75018,PARIS,2,1,"30,58",310000
75018,PARIS,5,4,110,2070000
75018,PARIS,2,1,47,550000
75018,PARIS,3,2,57,750000
75018,PARIS,1,,24,272000
75018,PARIS,3,2,"60,2",542000
75018,PARIS,1,,19,133400
75018,PARIS,2,1,45,474000
75018,PARIS,3,2,52,416000
75018,PARIS,4,3,64,566000
75018,PARIS,5,4,"109,77",2035000
75018,PARIS,5,4,"109,75",2070000
75018,PARIS,3,1,80,975000
75018,PARIS,1,,10,120000
75018,PARIS,2,1,"36,58",349900
75018,PARIS,2,1,27,341250
75018,PARIS,2,1,35,270000
75018,PARIS,4,3,92,710000
75018,PARIS,4,3,"88,91",1570000
75018,PARIS,5,4,110,1975000
75018,PARIS,4,2,"73,19",728000
75018,PARIS,4,2,"73,19",728000
75018,PARIS,3,2,47,492000
75018,PARIS,3,,"65,5",557000
75018,PARIS,2,1,22,310000
75018,PARIS,2,,"45,2",460000
75018,PARIS,4,,"76,4",627000
75018,PARIS,3,,"65,6",552000
75018,PARIS,2,,"50,4",532000
75018,PARIS,2,,"44,9",483000
75018,PARIS,3,,"65,5",597000
75018,PARIS,4,,"81,6",772000
75018,PARIS,1,,18,138000
75018,PARIS,1,,14,175000
75018,PARIS,2,1,46,436000
75018,PARIS,4,3,74,624000
75018,PARIS,2,1,40,290000
75018,PARIS,4,3,91,547000
75018,PARIS,3,2,"87,5",1095000
75018,PARIS,1,,"17,84",130000
75018,PARIS,3,1,"79,86",975000
75018,PARIS,5,4,"128,06",1920000
75018,PARIS,3,,"62,94",800000
75018,PARIS,3,1,80,940000
75018,PARIS,4,3,88,552000
75018,PARIS,1,,15,149000
75018,PARIS,2,1,"35,65",598000
75018,PARIS,3,,"65,4",669000
75018,PARIS,3,,"65,6",607000
75018,PARIS,2,,"45,2",467000
75018,PARIS,4,,74,637000
75018,PARIS,2,,"52,3",518000
75018,PARIS,4,,"81,6",702000
75018,PARIS,2,,"45,2",523000
75018,PARIS,3,2,62,488000
75018,PARIS,4,3,121,1265000
75018,PARIS,4,3,90,945000
75018,PARIS,3,,59,810000
75018,PARIS,5,,130,1850000
75018,PARIS,1,,"11,2",118350
75018,PARIS,2,1,38,375000
75018,PARIS,3,2,71,570000
75018,PARIS,3,2,69,649000
75018,PARIS,1,,7,66000
75018,PARIS,5,4,110,2070000
75018,PARIS,1,,12,204000
75018,PARIS,4,3,80,490000
75018,PARIS,2,1,23,200000
75018,PARIS,2,1,"24,77",315000
75018,PARIS,2,,"52,3",517000
75018,PARIS,3,,"62,7",522000
75018,PARIS,2,,"45,2",492000
75018,PARIS,2,,"52,3",527000
75018,PARIS,2,,"52,3",522000
75018,PARIS,2,,"50,3",547000
75018,PARIS,4,,82,762000
75018,PARIS,2,,"45,2",502000
75018,PARIS,2,,"45,2",488000
75018,PARIS,4,,82,772000
75018,PARIS,1,,"23,2",189000
75018,PARIS,4,,"76,4",678000
75018,PARIS,3,1,90,1045000
75018,PARIS,3,1,96,1145000
75018,PARIS,5,4,130,1825000
75018,PARIS,3,1,"87,79",1095000
75018,PARIS,3,1,"94,76",1195000
75018,PARIS,4,2,84,965000
75018,PARIS,1,,"21,67",207468
75018,PARIS,1,,23,266000
75018,PARIS,1,,18,138000
75018,PARIS,5,4,115,860000
75018,PARIS,4,3,93,570000
75018,PARIS,3,1,59,585000
75018,PARIS,3,2,62,520000
75018,PARIS,1,,18,105156
75018,PARIS,1,,"30,15",530000
75018,PARIS,14,,210,1500000
75018,PARIS,2,1,31,365000
75018,PARIS,2,,"52,3",522000
75018,PARIS,2,,"50,3",547000
75018,PARIS,4,,82,762000
75018,PARIS,2,,"45,2",502000
75018,PARIS,2,,"45,2",488000
75018,PARIS,4,,82,772000
75018,PARIS,1,,"23,2",189000
75018,PARIS,4,,"76,4",678000
75018,PARIS,3,1,90,1045000
75018,PARIS,3,1,96,1145000
75018,PARIS,5,4,130,1825000
75018,PARIS,3,1,"87,79",1095000
75018,PARIS,3,1,"94,76",1195000
75018,PARIS,4,2,84,965000
75018,PARIS,1,,"21,67",207468
75018,PARIS,1,,23,266000
75018,PARIS,1,,18,138000
75018,PARIS,5,4,115,860000
75018,PARIS,4,3,93,570000
75018,PARIS,3,1,59,585000
75018,PARIS,3,2,62,520000
75018,PARIS,1,,18,105156
75018,PARIS,1,,"30,15",530000
75018,PARIS,14,,210,1500000
75018,PARIS,2,1,31,365000
75018,PARIS,1,,90,595000
75018,PARIS,1,,27,253800
75018,PARIS,1,,"38,04",389000
75018,PARIS,1,,22,209000
75018,PARIS,5,4,100,779927
75018,PARIS,1,,"7,49",57500
75018,PARIS,3,,"72,6",815000
75018,PARIS,2,1,28,197600
75018,PARIS,2,1,38,379000
75018,PARIS,1,,23,264000
75018,PARIS,6,6,106,990000
75018,PARIS,2,1,"49,5",420750
75018,PARIS,3,1,55,600000
75018,PARIS,2,1,27,210000
75018,PARIS,3,2,75,715000
75018,PARIS,1,,27,365000
75018,PARIS,1,,25,245000
75018,PARIS,1,,18,265000
75018,PARIS,1,,"9,1",110000
75018,PARIS,3,2,60,525000
75018,PARIS,4,2,76,599000
75018,PARIS,4,3,"166,28",1790000
75018,PARIS,3,2,55,589000
75018,PARIS,4,2,94,1290000
75018,PARIS,1,,15,242000
75018,PARIS,1,,90,595000
75018,PARIS,1,,27,253800
75018,PARIS,1,,"38,04",389000
75018,PARIS,1,,22,209000
75018,PARIS,5,4,100,779927
75018,PARIS,1,,"7,49",57500
75018,PARIS,3,,"72,6",815000
75018,PARIS,2,1,28,197600
75018,PARIS,2,1,38,379000
75018,PARIS,1,,23,264000
75018,PARIS,6,6,106,990000
75018,PARIS,2,1,"49,5",420750
75018,PARIS,3,1,55,600000
75018,PARIS,2,1,27,210000
75018,PARIS,3,2,75,715000
75018,PARIS,1,,27,365000
75018,PARIS,1,,25,245000
75018,PARIS,1,,18,265000
75018,PARIS,1,,"9,1",110000
75018,PARIS,3,2,60,525000
75018,PARIS,4,2,76,599000
75018,PARIS,4,3,"166,28",1790000
75018,PARIS,3,2,55,589000
75018,PARIS,4,2,94,1290000
75018,PARIS,1,,15,242000
75018,PARIS,2,1,"41,88",453800
75018,PARIS,2,1,43,445000
75018,PARIS,2,1,25,315000
75018,PARIS,2,1,47,380000
75018,PARIS,3,2,69,615000
75018,PARIS,3,2,51,545000
75018,PARIS,2,1,33,367500
75018,PARIS,1,,"10,47",152000
75018,PARIS,4,2,91,287823
75018,PARIS,5,3,110,1132000
75018,PARIS,2,1,45,430000
75018,PARIS,3,2,"60,97",585000
75018,PARIS,4,3,82,690000
75018,PARIS,4,3,74,640000
75018,PARIS,4,3,74,635000
75018,PARIS,4,3,77,631000
75018,PARIS,3,2,63,520000
75018,PARIS,4,3,80,770000
75018,PARIS,3,2,"66,1",572400
75018,PARIS,4,3,84,722675
75018,PARIS,2,1,35,375000
75018,PARIS,3,2,"69,23",750000
75018,PARIS,4,2,68,872000
75018,PARIS,1,,29,400000
75018,PARIS,3,2,80,975000
75018,PARIS,2,1,"41,88",453800
75018,PARIS,2,1,43,445000
75018,PARIS,2,1,25,315000
75018,PARIS,2,1,47,380000
75018,PARIS,3,2,69,615000
75018,PARIS,3,2,51,545000
75018,PARIS,2,1,33,367500
75018,PARIS,1,,"10,47",152000
75018,PARIS,4,2,91,287823
75018,PARIS,5,3,110,1132000
75018,PARIS,2,1,45,430000
75018,PARIS,3,2,"60,97",585000
75018,PARIS,4,3,82,690000
75018,PARIS,4,3,74,640000
75018,PARIS,4,3,74,635000
75018,PARIS,4,3,77,631000
75018,PARIS,3,2,63,520000
75018,PARIS,4,3,80,770000
75018,PARIS,3,2,"66,1",572400
75018,PARIS,4,3,84,722675
75018,PARIS,2,1,35,375000
75018,PARIS,3,2,"69,23",750000
75018,PARIS,4,2,68,872000
75018,PARIS,1,,29,400000
75018,PARIS,3,2,80,975000
75018,PARIS,2,1,"38,5",445000
75018,PARIS,4,3,81,767000
75018,PARIS,3,2,69,860000
75018,PARIS,1,,24,270000
75018,PARIS,2,1,52,484000
75018,PARIS,3,2,"69,3",630000
75018,PARIS,3,2,34,326000
75018,PARIS,1,,27,235000
75018,PARIS,2,1,"40,09",359000
75018,PARIS,1,,"10,96",116000
75018,PARIS,3,2,96,1195000
75018,PARIS,2,1,"34,1",383000
75018,PARIS,2,1,46,445000
75018,PARIS,3,1,74,590000
75018,PARIS,2,1,40,440000
75018,PARIS,4,3,"109,68",1000000
75018,PARIS,2,1,"39,92",444000
75018,PARIS,2,1,39,401000
75018,PARIS,2,1,53,489555
75018,PARIS,2,1,37,390000
75018,PARIS,2,1,40,395000
75018,PARIS,2,1,23,200000
75018,PARIS,4,3,82,695000
75018,PARIS,5,4,130,1825000
75018,PARIS,2,1,"29,59",263500
75018,PARIS,4,2,86,1365000
75018,PARIS,2,1,30,420000
75018,PARIS,4,3,82,770000
75018,PARIS,4,3,82,735000
75018,PARIS,4,3,82,705000
75018,PARIS,4,3,82,695000
75018,PARIS,3,2,60,514800
75018,PARIS,2,1,49,375000
75018,PARIS,3,2,68,680000
75018,PARIS,5,4,130,1825000
75018,PARIS,2,1,"29,59",263500
75018,PARIS,4,2,67,682500
75018,PARIS,2,1,28,317000
75018,PARIS,1,,21,240000
75018,PARIS,1,,"31,96",380000
75018,PARIS,2,1,37,384000
75018,PARIS,2,1,28,307000
75018,PARIS,1,,26,255000
75018,PARIS,3,2,100,895000
75018,PARIS,5,4,110,1975000
75018,PARIS,3,1,55,665000
75018,PARIS,5,4,110,2000000
75018,PARIS,3,2,53,580000
75018,PARIS,2,1,87,1050000
75018,PARIS,3,2,"67,8",650000
75018,PARIS,5,3,89,1139160
75018,PARIS,2,1,"50,05",460000
75018,PARIS,2,1,38,372000
75018,PARIS,3,2,42,435000
75018,PARIS,2,1,38,480000
75018,PARIS,4,3,100,1230000
75018,PARIS,2,1,50,630000
75018,PARIS,1,,28,259000
75018,PARIS,2,1,"33,9",359000
75018,PARIS,4,2,"77,62",499000
75018,PARIS,6,4,140,1145000
75018,PARIS,4,3,80,845000
75018,PARIS,1,,19,234000
75018,PARIS,3,2,52,545000
75018,PARIS,2,1,"35,19",435000
75018,PARIS,1,,27,234000
75018,PARIS,3,2,68,750000
75018,PARIS,4,3,82,770000
75018,PARIS,4,3,82,760000
75018,PARIS,4,3,82,705000
75018,PARIS,4,3,82,700000
75018,PARIS,4,3,77,640000
75018,PARIS,4,3,77,620000
75018,PARIS,3,2,63,510000
75018,PARIS,3,2,48,660000
75018,PARIS,3,2,"60,97",598000
75018,PARIS,2,1,29,254000
75018,PARIS,3,2,68,720000
75018,PARIS,5,4,128,1920000
75018,PARIS,1,,28,250000
75018,PARIS,2,1,"38,76",205000
75018,PARIS,1,,"29,52",311000
75018,PARIS,2,1,30,480000
75018,PARIS,1,,"18,42",219500
75018,PARIS,6,4,142,1850000
75018,PARIS,1,,"28,62",325000
75018,PARIS,3,2,64,570000
75018,PARIS,5,4,128,1825000
75018,PARIS,1,,22,285000
75018,PARIS,3,2,62,882000
75018,PARIS,3,2,66,597000
75018,PARIS,3,2,"71,03",503500
75018,PARIS,2,1,"71,26",745000
75018,PARIS,5,4,150,1780000
75018,PARIS,1,,25,298000
75018,PARIS,1,,"24,29",267500
75018,PARIS,1,,16,250000
75018,PARIS,2,1,40,435000
75018,PARIS,3,2,68,872000
75018,PARIS,4,2,92,1148000
75018,PARIS,3,2,"71,03",503500
75018,PARIS,1,,27,249000
75018,PARIS,2,1,40,444000
75018,PARIS,3,2,"73,3",895000
75018,PARIS,2,1,"38,5",445000
75018,PARIS,2,1,43,327000
75018,PARIS,5,4,110,1975000
75018,PARIS,3,2,60,634900
75018,PARIS,4,2,"80,11",685000
75018,PARIS,3,2,58,530000
75018,PARIS,1,,30,320000
75018,PARIS,2,1,44,399000
75018,PARIS,3,1,52,595000
75018,PARIS,2,1,48,430000
75018,PARIS,3,2,48,430000
75018,PARIS,2,1,40,462000
75018,PARIS,2,1,42,435000
75018,PARIS,2,1,33,440000
75018,PARIS,5,4,116,1670000
75018,PARIS,2,,25,395000
75018,PARIS,5,4,100,1365000
75018,PARIS,3,2,63,676000
75018,PARIS,2,1,34,290000
75018,PARIS,6,4,154,1395000
75018,PARIS,1,,,149800
75018,PARIS,3,2,"71,03",503500
75018,PARIS,1,,27,249000
75018,PARIS,2,1,40,444000
75018,PARIS,3,2,"73,3",895000
75018,PARIS,2,1,"38,5",445000
75018,PARIS,2,1,43,327000
75018,PARIS,5,4,110,1975000
75018,PARIS,3,2,60,634900
75018,PARIS,4,2,"80,11",685000
75018,PARIS,3,2,58,530000
75018,PARIS,1,,30,320000
75018,PARIS,2,1,44,399000
75018,PARIS,3,1,52,595000
75018,PARIS,2,1,48,430000
75018,PARIS,3,2,48,430000
75018,PARIS,2,1,40,462000
75018,PARIS,2,1,42,435000
75018,PARIS,2,1,33,440000
75018,PARIS,5,4,116,1670000
75018,PARIS,2,,25,395000
75018,PARIS,5,4,100,1365000
75018,PARIS,3,2,63,676000
75018,PARIS,2,1,34,290000
75018,PARIS,6,4,154,1395000
75018,PARIS,1,,,149800
75018,PARIS,3,2,"63,8",629000
75018,PARIS,2,1,50,625000
75018,PARIS,2,1,38,372000
75018,PARIS,1,,12,197000
75018,PARIS,2,1,48,430000
75018,PARIS,1,,21,111000
75018,PARIS,3,2,47,399000
75018,PARIS,5,4,110,2045000
75018,PARIS,2,1,"23,5",269000
75018,PARIS,2,1,45,602000
75018,PARIS,3,1,88,1045000
75018,PARIS,4,3,81,770000
75018,PARIS,1,,"6,74",75600
75018,PARIS,2,1,25,344000
75018,PARIS,1,,24,245000
75018,PARIS,1,,16,222000
75018,PARIS,1,,38,395000
75018,PARIS,1,,"8,1",75600
75018,PARIS,2,1,33,245000
75018,PARIS,5,4,"140,2",1825000
75018,PARIS,1,,"14,18",200000
75018,PARIS,1,,27,320000
75018,PARIS,3,,80,940000
75018,PARIS,3,2,62,500000
75018,PARIS,1,,12,155000
75018,PARIS,2,1,31,398000
75018,PARIS,7,3,155,1795000
75018,PARIS,2,1,31,395000
75018,PARIS,2,1,26,257000
75018,PARIS,2,1,44,376200
75018,PARIS,2,1,56,400000
75018,PARIS,4,3,"83,16",1040900
75018,PARIS,1,,24,260000
75018,PARIS,4,3,54,483000
75018,PARIS,3,1,87,925000
75018,PARIS,1,,19,230000
75018,PARIS,2,1,33,295650
75018,PARIS,5,4,109,2070000
75018,PARIS,2,1,"27,9",325000
75018,PARIS,1,,22,192600
75018,PARIS,1,,16,216000
75018,PARIS,1,,36,320000
75018,PARIS,1,,"10,5",145000
75018,PARIS,3,1,32,311000
75019,PARIS,2,1,"43,72",450000
75019,PARIS,2,1,46,544000
75019,PARIS,2,1,"48,95",412000
75019,PARIS,2,1,"26,65",265000
75019,PARIS,4,2,83,715000
75019,PARIS,6,4,"160,95",1100000
75019,PARIS,3,2,73,660000
75019,PARIS,3,2,70,610000
75019,PARIS,5,,3,1295000
75019,PARIS,3,,57,836000
75019,PARIS,1,,"26,99",318000
75019,PARIS,3,2,80,725000
75019,PARIS,2,1,"50,14",425000
75019,PARIS,5,3,102,682500
75019,PARIS,2,1,65,675000
75019,PARIS,1,,"36,94",340000
75019,PARIS,2,1,"47,5",500000
75019,PARIS,2,1,"59,48",510000
75019,PARIS,3,1,"44,56",520000
75019,PARIS,4,3,90,1098000
75019,PARIS,2,1,47,484575
75019,PARIS,4,2,90,505000
75019,PARIS,3,2,"57,04",575000
75019,PARIS,5,4,80,629000
75019,PARIS,5,4,179,1540000
75019,PARIS,1,,34,333000
75019,PARIS,2,1,38,350000
75019,PARIS,4,3,87,796000
75019,PARIS,2,1,"50,08",530000
75019,PARIS,5,3,"111,35",950000
75019,PARIS,2,1,45,410000
75019,PARIS,1,,11,114990
75019,PARIS,1,,"32,6",350000
75019,PARIS,3,2,"70,69",350000
75019,PARIS,1,,"26,28",318000
75019,PARIS,4,,81,785000
75019,PARIS,3,2,"57,91",577500
