Code Postal,Ville,Pièces,Chambres,Superficie,Prix de vente
75001,PARIS,3,2,93,1680000
75001,PARIS,3,2,"87,4",1295000
75001,PARIS,5,4,"115,19",1905000
75001,PARIS,4,4,"93,5",1177000
75001,PARIS,2,1,54,870000
75001,PARIS,3,2,"86,92",1672000
75001,PARIS,1,,"24,6",381600
75001,PARIS,6,4,180,3150000
75001,PARIS,4,2,65,1850000
75001,PARIS,3,1,"55,34",696000
75001,PARIS,2,1,40,750000
75001,PARIS,2,1,64,1260000
75001,PARIS,4,2,207,5200000
75001,PARIS,2,1,36,595000
75001,PARIS,3,2,93,1680000
75001,PARIS,5,3,116,1990000
75001,PARIS,3,2,"93,3",1680000
75001,PARIS,4,3,118,1389000
75001,PARIS,2,1,"51,6",844600
75001,PARIS,4,3,95,1570000
75001,PARIS,2,1,"34,02",650000
75001,PARIS,3,2,"71,56",1370000
75001,PARIS,1,,25,349000
75001,PARIS,2,1,"56,92",730000
75001,PARIS,7,4,"400,66",18000000
75001,PARIS,3,2,93,1680000
75001,PARIS,3,2,"87,4",1295000
75001,PARIS,5,4,"115,19",1905000
75001,PARIS,4,4,"93,5",1177000
75001,PARIS,2,1,54,870000
75001,PARIS,3,2,"86,92",1672000
75001,PARIS,1,,"24,6",381600
75001,PARIS,6,4,180,3150000
75001,PARIS,4,2,65,1850000
75001,PARIS,3,1,"55,34",696000
75001,PARIS,2,1,40,750000
75001,PARIS,2,1,64,1260000
75001,PARIS,4,2,207,5200000
75001,PARIS,2,1,36,595000
75001,PARIS,3,2,93,1680000
75001,PARIS,5,3,116,1990000
75001,PARIS,3,2,"93,3",1680000
75001,PARIS,4,3,118,1389000
75001,PARIS,2,1,"51,6",844600
75001,PARIS,4,3,95,1570000
75001,PARIS,2,1,"34,02",650000
75001,PARIS,3,2,"71,56",1370000
75001,PARIS,1,,25,349000
75001,PARIS,2,1,"56,92",730000
75001,PARIS,7,4,"400,66",18000000
75001,PARIS,3,2,90,1400000
75001,PARIS,4,1,102,1005480
75001,PARIS,5,3,145,2500000
75001,PARIS,3,2,58,900000
75001,PARIS,3,2,"55,76",795000
75001,PARIS,3,2,"81,6",1295000
75001,PARIS,3,2,56,820000
75001,PARIS,2,1,39,900000
75001,PARIS,6,4,"155,07",3225000
75001,PARIS,6,4,179,2665000
75001,PARIS,2,1,"66,44",985000
75001,PARIS,2,1,"26,46",450000
75001,PARIS,2,1,"43,41",650000
75001,PARIS,4,2,77,1095000
75001,PARIS,2,1,62,995000
75001,PARIS,2,1,"26,46",450000
75001,PARIS,2,1,"26,46",450000
75001,PARIS,1,,32,528000
75001,PARIS,1,,20,315000
75001,PARIS,5,2,111,1750000
75001,PARIS,4,3,102,1795000
75001,PARIS,2,1,"42,5",600000
75001,PARIS,5,2,176,5500000
75001,PARIS,2,1,44,695000
75001,PARIS,2,1,45,752000
75001,PARIS,3,2,90,1400000
75001,PARIS,4,1,102,1005480
75001,PARIS,5,3,145,2500000
75001,PARIS,3,2,58,900000
75001,PARIS,3,2,"55,76",795000
75001,PARIS,3,2,"81,6",1295000
75001,PARIS,3,2,56,820000
75001,PARIS,2,1,39,900000
75001,PARIS,6,4,"155,07",3225000
75001,PARIS,6,4,179,2665000
75001,PARIS,2,1,"66,44",985000
75001,PARIS,2,1,"26,46",450000
75001,PARIS,2,1,"43,41",650000
75001,PARIS,4,2,77,1095000
75001,PARIS,2,1,62,995000
75001,PARIS,2,1,"26,46",450000
75001,PARIS,2,1,"26,46",450000
75001,PARIS,1,,32,528000
75001,PARIS,1,,20,315000
75001,PARIS,5,2,111,1750000
75001,PARIS,4,3,102,1795000
75001,PARIS,2,1,"42,5",600000
75001,PARIS,5,2,176,5500000
75001,PARIS,2,1,44,695000
75001,PARIS,2,1,45,752000
75001,PARIS,4,1,136,3000000
75001,PARIS,2,1,"28,47",351000
75001,PARIS,3,1,"81,32",1520000
75001,PARIS,6,4,191,3650000
75001,PARIS,6,4,"155,07",3225000
75001,PARIS,2,1,38,630000
75001,PARIS,3,2,"73,5",1155000
75001,PARIS,2,1,"38,09",555000
75001,PARIS,4,3,119,1395000
75001,PARIS,1,,"39,56",450000
75001,PARIS,2,1,"32,86",790000
75001,PARIS,2,1,42,546000
75001,PARIS,4,2,105,1400000
75001,PARIS,1,,34,790000
75001,PARIS,2,1,69,1470000
75001,PARIS,2,1,52,845000
75001,PARIS,4,3,105,1850000
75001,PARIS,3,1,78,1210000
75001,PARIS,4,2,108,1930000
75001,PARIS,4,3,94,1390000
75001,PARIS,5,3,95,1350000
75001,PARIS,5,2,176,5500000
75001,PARIS,2,1,"52,2",1300000
75001,PARIS,2,1,51,1460000
75001,PARIS,4,2,82,1094500
75001,PARIS,4,1,136,3000000
75001,PARIS,2,1,"28,47",351000
75001,PARIS,3,1,"81,32",1520000
75001,PARIS,6,4,191,3650000
75001,PARIS,6,4,"155,07",3225000
75001,PARIS,2,1,38,630000
75001,PARIS,3,2,"73,5",1155000
75001,PARIS,2,1,"38,09",555000
75001,PARIS,4,3,119,1395000
75001,PARIS,1,,"39,56",450000
75001,PARIS,2,1,"32,86",790000
75001,PARIS,2,1,42,546000
75001,PARIS,4,2,105,1400000
75001,PARIS,1,,34,790000
75001,PARIS,2,1,69,1470000
75001,PARIS,2,1,52,845000
75001,PARIS,4,3,105,1850000
75001,PARIS,3,1,78,1210000
75001,PARIS,4,2,108,1930000
75001,PARIS,4,3,94,1390000
75001,PARIS,5,3,95,1350000
75001,PARIS,5,2,176,5500000
75001,PARIS,2,1,"52,2",1300000
75001,PARIS,2,1,51,1460000
75001,PARIS,4,2,82,1094500
75001,PARIS,2,1,38,630000
75001,PARIS,2,1,38,477000
75001,PARIS,5,2,137,3000000
75001,PARIS,5,2,147,2000000
75001,PARIS,3,2,55,995000
75001,PARIS,3,1,54,1500000
75001,PARIS,3,2,66,1100000
75001,PARIS,2,1,43,620000
75001,PARIS,5,3,142,2150000
75001,PARIS,2,1,41,504000
75001,PARIS,4,3,"79,06",1395000
75001,PARIS,7,5,"233,55",3580000
75001,PARIS,3,1,"76,56",1134000
75001,PARIS,2,1,52,649000
75001,PARIS,3,1,56,1050000
75001,PARIS,1,,"22,67",345000
75001,PARIS,4,2,136,2500000
75001,PARIS,4,2,"154,4",3290000
75001,PARIS,4,2,"100,45",1650000
75001,PARIS,7,4,470,18000000
75001,PARIS,2,1,"34,02",650000
75001,PARIS,4,3,"118,75",1390000
75001,PARIS,1,,33,590000
75001,PARIS,2,1,21,320000
75001,PARIS,2,1,30,450000
75001,PARIS,2,1,38,630000
75001,PARIS,2,1,38,477000
75001,PARIS,5,2,137,3000000
75001,PARIS,5,2,147,2000000
75001,PARIS,3,2,55,995000
75001,PARIS,3,1,54,1500000
75001,PARIS,3,2,66,1100000
75001,PARIS,2,1,43,620000
75001,PARIS,5,3,142,2150000
75001,PARIS,2,1,41,504000
75001,PARIS,4,3,"79,06",1395000
75001,PARIS,7,5,"233,55",3580000
75001,PARIS,3,1,"76,56",1134000
75001,PARIS,2,1,52,649000
75001,PARIS,3,1,56,1050000
75001,PARIS,1,,"22,67",345000
75001,PARIS,4,2,136,2500000
75001,PARIS,4,2,"154,4",3290000
75001,PARIS,4,2,"100,45",1650000
75001,PARIS,7,4,470,18000000
75001,PARIS,2,1,"34,02",650000
75001,PARIS,4,3,"118,75",1390000
75001,PARIS,1,,33,590000
75001,PARIS,2,1,21,320000
75001,PARIS,2,1,30,450000
75001,PARIS,2,1,21,320000
75001,PARIS,2,1,30,450000
75001,PARIS,2,1,21,350000
75001,PARIS,4,3,103,1950000
75001,PARIS,1,,"9,3",169000
75001,PARIS,5,3,185,4300000
75001,PARIS,5,3,"115,19",1905000
75001,PARIS,2,1,35,595000
75001,PARIS,1,,36,850000
75001,PARIS,3,2,57,859000
75001,PARIS,4,2,85,1560000
75001,PARIS,2,1,22,360000
75001,PARIS,2,1,33,788000
75001,PARIS,2,1,43,595000
75001,PARIS,2,1,30,524000
75001,PARIS,1,,"24,32",375000
75001,PARIS,5,3,"118,75",1395000
75001,PARIS,4,2,73,1990000
75001,PARIS,4,2,"101,3",1980000
75001,PARIS,2,1,37,400000
75001,PARIS,3,,1,780000
75001,PARIS,1,,,395000
75001,PARIS,5,2,151,2520000
75001,PARIS,3,3,"72,42",940000
75001,PARIS,2,1,37,550000
75001,PARIS,2,,"21,03",349000
75001,PARIS,3,1,65,985000
75001,PARIS,3,2,68,1360000
75001,PARIS,2,1,55,698000
75001,PARIS,1,,"11,55",199000
75001,PARIS,1,,5,59000
75001,PARIS,1,,"32,49",450000
75001,PARIS,3,2,43,660000
75001,PARIS,5,3,270,5800000
75001,PARIS,3,2,70,1500000
75001,PARIS,8,4,"400,66",18000000
75001,PARIS,3,2,82,1732000
75001,PARIS,1,,"9,25",185000
75001,PARIS,3,2,99,1540000
75001,PARIS,6,,261,5800000
75001,PARIS,2,1,50,590000
75001,PARIS,2,1,54,1080000
75001,PARIS,3,2,60,920000
75001,PARIS,3,1,70,1150000
75001,PARIS,8,7,435,17650000
75001,PARIS,6,3,162,2520000
75001,PARIS,3,2,70,1150000
75001,PARIS,2,1,45,666000
75001,PARIS,1,,11,165000
75001,PARIS,7,3,178,2815000
75001,PARIS,2,1,"49,34",980000
75001,PARIS,2,1,50,980000
75001,PARIS,1,,"38,72",525000
75001,PARIS,7,4,"486,51",18000000
75001,PARIS,3,1,137,3000000
75001,PARIS,4,2,"81,18",932400
75001,PARIS,2,1,51,1410000
75001,PARIS,2,1,64,1260000
75001,PARIS,3,2,55,975000
75001,PARIS,2,1,45,695000
75001,PARIS,3,2,68,1275000
75001,PARIS,3,2,"106,39",1414800
75001,PARIS,1,,45,649000
75001,PARIS,8,4,485,18000000
75001,PARIS,2,1,52,649000
75001,PARIS,2,1,30,430000
75001,PARIS,1,,21,310000
75001,PARIS,3,2,100,2940000
75001,PARIS,2,1,"31,2",413000
75001,PARIS,1,,"24,3",369000
75001,PARIS,3,2,71,1490000
75001,PARIS,3,2,73,1100000
75001,PARIS,3,2,90,1920000
75001,PARIS,2,1,39,577500
75001,PARIS,2,1,"47,5",540000
75001,PARIS,2,1,"49,34",980000
75001,PARIS,2,1,50,980000
75001,PARIS,1,,"38,72",525000
75001,PARIS,7,4,"486,51",18000000
75001,PARIS,3,1,137,3000000
75001,PARIS,4,2,"81,18",932400
75001,PARIS,2,1,51,1410000
75001,PARIS,2,1,64,1260000
75001,PARIS,3,2,55,975000
75001,PARIS,2,1,45,695000
75001,PARIS,3,2,68,1275000
75001,PARIS,3,2,"106,39",1414800
75001,PARIS,1,,45,649000
75001,PARIS,8,4,485,18000000
75001,PARIS,2,1,52,649000
75001,PARIS,2,1,30,430000
75001,PARIS,1,,21,310000
75001,PARIS,3,2,100,2940000
75001,PARIS,2,1,"31,2",413000
75001,PARIS,1,,"24,3",369000
75001,PARIS,3,2,71,1490000
75001,PARIS,3,2,73,1100000
75001,PARIS,3,2,90,1920000
75001,PARIS,2,1,39,577500
75001,PARIS,2,1,"47,5",540000
75001,PARIS,1,,48,540000
75001,PARIS,3,1,"77,3",1330000
75001,PARIS,1,,"20,2",310000
75001,PARIS,1,,30,280000
75001,PARIS,8,4,435,10
75001,PARIS,1,,"9,3",169000
75001,PARIS,3,2,70,1522500
75001,PARIS,2,1,54,695000
75001,PARIS,3,1,23,340000
75002,PARIS,4,3,"92,76",1665000
75002,PARIS,2,1,40,750000
75002,PARIS,2,1,45,750000
75002,PARIS,3,1,60,695000
75002,PARIS,3,2,65,895000
75002,PARIS,2,1,37,467800
75002,PARIS,2,1,43,744681
75002,PARIS,2,1,"33,6",469000
75002,PARIS,2,1,"37,38",520000
75002,PARIS,4,2,120,1650000
75002,PARIS,3,2,65,1850000
75002,PARIS,6,4,187,3675000
75002,PARIS,5,4,85,1422000
75002,PARIS,1,,15,260000
75002,PARIS,2,1,65,685000
75002,PARIS,3,2,"106,08",1600000
75002,PARIS,5,3,"124,5",1550000
75002,PARIS,3,2,67,820000
75002,PARIS,2,1,35,635500
75002,PARIS,4,2,"121,56",1875000
75002,PARIS,1,,"20,9",325000
75002,PARIS,3,2,"87,57",1250000
75002,PARIS,7,4,"169,46",2060000
75002,PARIS,1,,14,220000
75002,PARIS,2,1,29,410000
75002,PARIS,2,1,48,600000
75002,PARIS,4,2,141,1984000
75002,PARIS,12,4,225,3350000
75002,PARIS,3,2,111,1550000
75002,PARIS,2,1,"30,5",690000
75002,PARIS,4,2,91,1450000
75002,PARIS,3,2,44,584000
75002,PARIS,1,,39,515000
75002,PARIS,3,2,70,1250000
75002,PARIS,8,4,170,173
75002,PARIS,5,4,119,1300000
75002,PARIS,1,,"20,2",310000
75002,PARIS,2,1,33,525000
75002,PARIS,3,2,"86,92",1672000
75002,PARIS,3,2,"51,74",650000
75002,PARIS,1,,"11,69",192000
75002,PARIS,5,3,125,1840000
75002,PARIS,3,2,"66,03",815000
75002,PARIS,2,1,48,590000
75002,PARIS,3,2,98,1050000
75002,PARIS,1,,22,315000
75002,PARIS,4,2,85,600000
75002,PARIS,2,1,"28,5",330000
75002,PARIS,2,1,40,750000
75002,PARIS,1,,38,515000
75002,PARIS,2,1,48,600000
75002,PARIS,4,2,141,1984000
75002,PARIS,12,4,225,3350000
75002,PARIS,3,2,111,1550000
75002,PARIS,2,1,"30,5",690000
75002,PARIS,4,2,91,1450000
75002,PARIS,3,2,44,584000
75002,PARIS,1,,39,515000
75002,PARIS,3,2,70,1250000
75002,PARIS,8,4,170,173
75002,PARIS,5,4,119,1300000
75002,PARIS,1,,"20,2",310000
75002,PARIS,2,1,33,525000
75002,PARIS,3,2,"86,92",1672000
75002,PARIS,3,2,"51,74",650000
75002,PARIS,1,,"11,69",192000
75002,PARIS,5,3,125,1840000
75002,PARIS,3,2,"66,03",815000
75002,PARIS,2,1,48,590000
75002,PARIS,3,2,98,1050000
75002,PARIS,1,,22,315000
75002,PARIS,4,2,85,600000
75002,PARIS,2,1,"28,5",330000
75002,PARIS,2,1,40,750000
75002,PARIS,1,,38,515000
75002,PARIS,1,,27,370000
75002,PARIS,5,3,143,1800000
75002,PARIS,2,1,"28,5",330000
75002,PARIS,4,3,100,1380000
75002,PARIS,2,1,40,750000
75002,PARIS,2,1,41,535000
75002,PARIS,5,3,"107,86",1197000
75002,PARIS,3,2,60,900000
75002,PARIS,2,1,33,525000
75002,PARIS,1,,30,365000
75002,PARIS,3,3,93,1664000
75002,PARIS,3,2,71,909500
75002,PARIS,5,3,"123,11",1540000
75002,PARIS,5,4,"130,69",1375000
75002,PARIS,4,3,110,1320000
75002,PARIS,1,,25,353000
75002,PARIS,3,2,"85,08",1050000
75002,PARIS,3,2,61,680000
75002,PARIS,3,2,"112,76",1470000
75002,PARIS,2,1,58,850000
75002,PARIS,3,1,43,576000
75002,PARIS,3,2,55,615000
75002,PARIS,4,2,"80,1",1155000
75002,PARIS,3,2,"60,96",735000
75002,PARIS,1,,"22,59",310000
75002,PARIS,1,,27,370000
75002,PARIS,5,3,143,1800000
75002,PARIS,2,1,"28,5",330000
75002,PARIS,4,3,100,1380000
75002,PARIS,2,1,40,750000
75002,PARIS,2,1,41,535000
75002,PARIS,5,3,"107,86",1197000
75002,PARIS,3,2,60,900000
75002,PARIS,2,1,33,525000
75002,PARIS,1,,30,365000
75002,PARIS,3,3,93,1664000
75002,PARIS,3,2,71,909500
75002,PARIS,5,3,"123,11",1540000
75002,PARIS,5,4,"130,69",1375000
75002,PARIS,4,3,110,1320000
75002,PARIS,1,,25,353000
75002,PARIS,3,2,"85,08",1050000
75002,PARIS,3,2,61,680000
75002,PARIS,3,2,"112,76",1470000
75002,PARIS,2,1,58,850000
75002,PARIS,3,1,43,576000
75002,PARIS,3,2,55,615000
75002,PARIS,4,2,"80,1",1155000
75002,PARIS,3,2,"60,96",735000
75002,PARIS,1,,"22,59",310000
75002,PARIS,3,1,43,576000
75002,PARIS,3,2,55,615000
75002,PARIS,3,2,61,680000
75002,PARIS,3,2,"60,96",735000
75002,PARIS,1,,32,389000
75002,PARIS,2,1,"40,73",520000
75002,PARIS,1,,"26,86",550000
75002,PARIS,3,2,"87,57",1250000
75002,PARIS,3,2,"67,4",820000
75002,PARIS,3,2,"87,57",1250000
75002,PARIS,5,3,131,1690000
75002,PARIS,2,1,33,440000
75002,PARIS,6,4,187,3675000
75002,PARIS,1,,"34,2",795000
75002,PARIS,2,1,20,295000
75002,PARIS,2,1,38,505000
75002,PARIS,2,1,48,590000
75002,PARIS,2,1,"29,83",353100
75002,PARIS,1,,28,385000
75002,PARIS,2,1,"35,93",424000
75002,PARIS,2,1,32,445000
75002,PARIS,3,1,55,675000
75002,PARIS,5,3,"103,21",1354500
75002,PARIS,4,3,68,700000
75002,PARIS,1,,"12,5",159000
75002,PARIS,3,1,43,576000
75002,PARIS,3,2,55,615000
75002,PARIS,3,2,61,680000
75002,PARIS,3,2,"60,96",735000
75002,PARIS,1,,32,389000
75002,PARIS,2,1,"40,73",520000
75002,PARIS,1,,"26,86",550000
75002,PARIS,3,2,"87,57",1250000
75002,PARIS,3,2,"67,4",820000
75002,PARIS,3,2,"87,57",1250000
75002,PARIS,5,3,131,1690000
75002,PARIS,2,1,33,440000
75002,PARIS,6,4,187,3675000
75002,PARIS,1,,"34,2",795000
75002,PARIS,2,1,20,295000
75002,PARIS,2,1,38,505000
75002,PARIS,2,1,48,590000
75002,PARIS,2,1,"29,83",353100
75002,PARIS,1,,28,385000
75002,PARIS,2,1,"35,93",424000
75002,PARIS,2,1,32,445000
75002,PARIS,3,1,55,675000
75002,PARIS,5,3,"103,21",1354500
75002,PARIS,4,3,68,700000
75002,PARIS,1,,"12,5",159000
75002,PARIS,5,3,"103,21",1354500
75002,PARIS,1,,22,243960
75002,PARIS,2,1,35,487600
75002,PARIS,2,1,59,645000
75002,PARIS,2,1,39,598000
75002,PARIS,3,2,55,610000
75002,PARIS,3,2,90,1350000
75002,PARIS,2,1,52,750000
75002,PARIS,3,2,"67,4",820000
75002,PARIS,2,1,"23,74",295000
75002,PARIS,5,3,125,1840000
75002,PARIS,4,3,94,1488000
75002,PARIS,3,1,64,949000
75002,PARIS,4,3,"90,23",1095000
75002,PARIS,1,,9,115000
75002,PARIS,1,,21,325000
75002,PARIS,2,1,41,520000
75002,PARIS,1,,11,138000
75002,PARIS,3,1,"72,59",1130000
75002,PARIS,4,2,"87,63",1160500
75002,PARIS,1,,"19,4",259000
75002,PARIS,4,3,101,1500000
75002,PARIS,1,,"23,74",295000
75002,PARIS,2,1,70,910000
75002,PARIS,4,3,104,1350000
75002,PARIS,2,1,"19,63",300000
75002,PARIS,1,,22,316000
75002,PARIS,1,,"24,28",395000
75002,PARIS,1,,"15,92",200000
75002,PARIS,2,1,"33,6",469000
75002,PARIS,2,1,"75,75",1256600
75002,PARIS,2,1,42,640000
75002,PARIS,3,2,53,699000
75002,PARIS,2,1,44,662000
75002,PARIS,2,1,58,700000
75002,PARIS,1,,"10,4",160000
75002,PARIS,2,1,50,565000
75002,PARIS,3,2,70,965000
75002,PARIS,2,1,35,487600
75002,PARIS,2,1,38,472500
75002,PARIS,2,1,45,580000
75002,PARIS,2,,1,1300000
75002,PARIS,1,,1,500000
75002,PARIS,2,,1,1370000
75002,PARIS,6,4,125,1565500
75002,PARIS,3,2,65,899000
75002,PARIS,1,,15,199000
75002,PARIS,4,2,"153,24",2800000
75002,PARIS,1,,17,185000
75002,PARIS,2,,"34,32",472000
75002,PARIS,2,1,"19,63",300000
75002,PARIS,1,,22,316000
75002,PARIS,1,,"24,28",395000
75002,PARIS,1,,"15,92",200000
75002,PARIS,2,1,"33,6",469000
75002,PARIS,2,1,"75,75",1256600
75002,PARIS,2,1,42,640000
75002,PARIS,3,2,53,699000
75002,PARIS,2,1,44,662000
75002,PARIS,2,1,58,700000
75002,PARIS,1,,"10,4",160000
75002,PARIS,2,1,50,565000
75002,PARIS,3,2,70,965000
75002,PARIS,2,1,35,487600
75002,PARIS,2,1,38,472500
75002,PARIS,2,1,45,580000
75002,PARIS,2,,1,1300000
75002,PARIS,1,,1,500000
75002,PARIS,2,,1,1370000
75002,PARIS,6,4,125,1565500
75002,PARIS,3,2,65,899000
75002,PARIS,1,,15,199000
75002,PARIS,4,2,"153,24",2800000
75002,PARIS,1,,17,185000
75002,PARIS,2,,"34,32",472000
75002,PARIS,1,,24,329000
75002,PARIS,1,,28,370000
75002,PARIS,2,1,68,1360000
75002,PARIS,1,,"7,52",113000
75002,PARIS,3,3,85,1422000
75002,PARIS,4,3,115,1650000
75002,PARIS,2,1,46,195000
75002,PARIS,1,,10,115000
75002,PARIS,3,1,63,725000
75002,PARIS,3,2,63,875000
75002,PARIS,3,1,50,760000
75002,PARIS,3,1,50,765000
75002,PARIS,4,2,91,1068000
75002,PARIS,5,3,"77,65",1630000
75002,PARIS,2,1,39,910000
75002,PARIS,7,4,155,1500000
75002,PARIS,2,1,60,665000
75002,PARIS,2,1,30,460000
75002,PARIS,2,1,35,335000
75002,PARIS,2,1,43,735000
75002,PARIS,3,2,55,690000
75002,PARIS,1,,12,199000
75002,PARIS,2,1,"30,1",425000
75002,PARIS,3,2,52,744000
75002,PARIS,1,,"11,21",162000
75002,PARIS,2,1,"42,75",534450
75002,PARIS,2,1,"30,1",399000
75002,PARIS,2,1,20,300000
75002,PARIS,3,2,55,690000
75002,PARIS,2,1,35,595000
75002,PARIS,2,1,41,535000
75002,PARIS,2,1,"42,8",595000
75002,PARIS,1,,30,379000
75002,PARIS,1,,12,160000
75002,PARIS,1,,34,484000
75002,PARIS,3,1,108,2390000
75002,PARIS,4,2,75,1050000
75002,PARIS,1,,"13,52",200600
75002,PARIS,2,1,"31,2",413000
75002,PARIS,2,1,48,605000
75002,PARIS,2,1,"45,16",570000
75002,PARIS,3,1,65,750000
75002,PARIS,2,1,"49,21",790000
75002,PARIS,1,,"7,6",110000
75002,PARIS,1,,24,399500
75002,PARIS,5,3,120,1795000
75002,PARIS,2,,"36,1",483000
75002,PARIS,1,,18,260000
75002,PARIS,1,,"19,4",267000
75002,PARIS,2,1,30,430000
75002,PARIS,1,,15,238000
75002,PARIS,1,,12,170000
75002,PARIS,1,,21,273000
75002,PARIS,3,2,57,780000
75002,PARIS,2,1,"30,15",399000
75002,PARIS,1,,"13,5",180000
75002,PARIS,1,,"23,75",692000
75002,PARIS,1,,11,160000
75002,PARIS,2,1,35,484000
75002,PARIS,1,,12,199000
75002,PARIS,2,1,35,520000
75002,PARIS,1,,"28,55",280000
75002,PARIS,3,2,63,940000
75002,PARIS,2,1,"44,14",487000
75002,PARIS,1,,25,295000
75002,PARIS,1,,11,160000
75002,PARIS,3,2,85,1350000
75002,PARIS,1,,"15,17",242500
75003,PARIS,3,2,"52,05",799000
75003,PARIS,5,3,"185,4",4300000
75003,PARIS,3,2,86,1319000
75003,PARIS,1,,26,385000
75003,PARIS,2,1,37,529000
75003,PARIS,2,1,41,575000
75003,PARIS,5,3,"142,06",2680000
75003,PARIS,1,,38,549000
75003,PARIS,3,2,65,877000
75003,PARIS,6,4,234,3150000
75003,PARIS,3,2,67,825000
75003,PARIS,3,2,75,1005000
75003,PARIS,2,1,38,549000
75003,PARIS,1,,"20,07",270000
75003,PARIS,3,2,73,1150000
75003,PARIS,5,3,133,1799000
75003,PARIS,2,1,"48,51",590000
75003,PARIS,3,1,"60,76",900000
75003,PARIS,2,1,"28,44",499000
75003,PARIS,3,2,"62,32",892500
75003,PARIS,1,,24,330000
75003,PARIS,2,1,45,729000
75003,PARIS,2,1,"39,01",530000
75003,PARIS,2,1,43,625000
75003,PARIS,1,,27,300000
75003,PARIS,3,2,"52,05",799000
75003,PARIS,5,3,"185,4",4300000
75003,PARIS,3,2,86,1319000
75003,PARIS,1,,26,385000
75003,PARIS,2,1,37,529000
75003,PARIS,2,1,41,575000
75003,PARIS,5,3,"142,06",2680000
75003,PARIS,1,,38,549000
75003,PARIS,3,2,65,877000
75003,PARIS,6,4,234,3150000
75003,PARIS,3,2,67,825000
75003,PARIS,3,2,75,1005000
75003,PARIS,2,1,38,549000
75003,PARIS,1,,"20,07",270000
75003,PARIS,3,2,73,1150000
75003,PARIS,5,3,133,1799000
75003,PARIS,2,1,"48,51",590000
75003,PARIS,3,1,"60,76",900000
75003,PARIS,2,1,"28,44",499000
75003,PARIS,3,2,"62,32",892500
75003,PARIS,1,,24,330000
75003,PARIS,2,1,45,729000
75003,PARIS,2,1,"39,01",530000
75003,PARIS,2,1,43,625000
75003,PARIS,1,,27,300000
75003,PARIS,4,3,126,2100000
75003,PARIS,1,,31,434000
75003,PARIS,3,1,"61,15",950000
75003,PARIS,2,1,37,550000
75003,PARIS,6,3,124,1664000
75003,PARIS,1,,"16,91",188000
75003,PARIS,2,1,37,562000
75003,PARIS,2,1,"38,18",567100
75003,PARIS,1,,"31,05",415000
75003,PARIS,3,2,78,965000
75003,PARIS,3,2,63,884000
75003,PARIS,2,1,"35,5",472000
75003,PARIS,1,,11,190000
75003,PARIS,2,1,45,549000
75003,PARIS,3,2,95,1155000
75003,PARIS,2,1,"40,13",540000
75003,PARIS,4,2,80,1195000
75003,PARIS,3,2,"71,27",1415000
75003,PARIS,3,1,60,1080000
75003,PARIS,2,1,36,465000
75003,PARIS,2,1,"36,1",560000
75003,PARIS,1,,"25,07",393000
75003,PARIS,2,1,53,660000
75003,PARIS,2,1,53,690000
75003,PARIS,2,1,"69,36",1145000
75003,PARIS,4,3,126,2100000
75003,PARIS,1,,31,434000
75003,PARIS,3,1,"61,15",950000
75003,PARIS,2,1,37,550000
75003,PARIS,6,3,124,1664000
75003,PARIS,1,,"16,91",188000
75003,PARIS,2,1,37,562000
75003,PARIS,2,1,"38,18",567100
75003,PARIS,1,,"31,05",415000
75003,PARIS,3,2,78,965000
75003,PARIS,3,2,63,884000
75003,PARIS,2,1,"35,5",472000
75003,PARIS,1,,11,190000
75003,PARIS,2,1,45,549000
75003,PARIS,3,2,95,1155000
75003,PARIS,2,1,"40,13",540000
75003,PARIS,4,2,80,1195000
75003,PARIS,3,2,"71,27",1415000
75003,PARIS,3,1,60,1080000
75003,PARIS,2,1,36,465000
75003,PARIS,2,1,"36,1",560000
75003,PARIS,1,,"25,07",393000
75003,PARIS,2,1,53,660000
75003,PARIS,2,1,53,690000
75003,PARIS,2,1,"69,36",1145000
75003,PARIS,7,4,190,2280000
75003,PARIS,2,1,60,885000
75003,PARIS,3,2,80,1145000
75003,PARIS,4,2,"85,6",1090000
75003,PARIS,4,2,102,1280000
75003,PARIS,1,,"19,78",350000
75003,PARIS,3,1,74,1000000
75003,PARIS,4,3,102,2320000
75003,PARIS,2,1,"44,16",582000
75003,PARIS,2,1,"39,03",595000
75003,PARIS,3,2,"81,67",995000
75003,PARIS,4,2,70,945000
75003,PARIS,3,2,67,935000
75003,PARIS,4,,2,1595000
75003,PARIS,5,3,136,1680000
75003,PARIS,4,2,90,1200000
75003,PARIS,4,3,"139,73",1850000
75003,PARIS,5,3,140,1908000
75003,PARIS,2,1,39,530000
75003,PARIS,4,3,"90,4",1290000
75003,PARIS,2,1,29,449000
75003,PARIS,3,2,62,892500
75003,PARIS,3,2,170,2290000
75003,PARIS,4,2,140,1840000
75003,PARIS,2,1,64,840000
75003,PARIS,7,4,190,2280000
75003,PARIS,2,1,60,885000
75003,PARIS,3,2,80,1145000
75003,PARIS,4,2,"85,6",1090000
75003,PARIS,4,2,102,1280000
75003,PARIS,1,,"19,78",350000
75003,PARIS,3,1,74,1000000
75003,PARIS,4,3,102,2320000
75003,PARIS,2,1,"44,16",582000
75003,PARIS,2,1,"39,03",595000
75003,PARIS,3,2,"81,67",995000
75003,PARIS,4,2,70,945000
75003,PARIS,3,2,67,935000
75003,PARIS,4,,2,1595000
75003,PARIS,5,3,136,1680000
